Datetime,Close,High,Low,Open,Volume
2025-05-29 09:30:00-04:00,141.58999633789062,143.49000549316406,140.85000610351562,142.24000549316406,107567721
2025-05-29 10:00:00-04:00,140.61929321289062,141.80999755859375,139.2899932861328,141.59080505371094,41953525
2025-05-29 10:30:00-04:00,141.78500366210938,141.88999938964844,140.17999267578125,140.61500549316406,28948159
2025-05-29 11:00:00-04:00,141.66000366210938,141.94000244140625,140.75,141.7899932861328,21484656
2025-05-29 11:30:00-04:00,140.5449981689453,141.7100067138672,140.33999633789062,141.65499877929688,16027280
2025-05-29 12:00:00-04:00,140.57020568847656,140.7949981689453,140.05499267578125,140.5399932861328,16239132
2025-05-29 12:30:00-04:00,140.4550018310547,141.0500030517578,140.24000549316406,140.57000732421875,11492605
2025-05-29 13:00:00-04:00,139.875,140.61000061035156,139.67999267578125,140.44000244140625,13142259
2025-05-29 13:30:00-04:00,138.7899932861328,139.99000549316406,138.32000732421875,139.87010192871094,20609391
2025-05-29 14:00:00-04:00,138.44419860839844,139.48500061035156,137.91000366210938,138.7949981689453,18518510
2025-05-29 14:30:00-04:00,139.02499389648438,139.42999267578125,138.44000244140625,138.44500732421875,14268174
2025-05-29 15:00:00-04:00,138.91000366210938,139.3699951171875,138.67999267578125,139.01499938964844,14785988
2025-05-29 15:30:00-04:00,139.17999267578125,139.4600067138672,138.44000244140625,138.89999389648438,24908972
2025-05-30 09:30:00-04:00,136.14999389648438,139.61000061035156,135.8000030517578,138.99000549316406,48211276
2025-05-30 10:00:00-04:00,137.36000061035156,137.4499969482422,136.02999877929688,136.14999389648438,22338977
2025-05-30 10:30:00-04:00,136.4676971435547,137.4499969482422,136.38499450683594,137.35000610351562,15974176
2025-05-30 11:00:00-04:00,136.10499572753906,136.6199951171875,135.5449981689453,136.47000122070312,20102355
2025-05-30 11:30:00-04:00,135.3800048828125,136.22000122070312,134.74000549316406,136.10499572753906,21305944
2025-05-30 12:00:00-04:00,133.58999633789062,135.4149932861328,133.38999938964844,135.38999938964844,19913365
2025-05-30 12:30:00-04:00,133.74139404296875,133.91000366210938,132.9199981689453,133.58999633789062,22386747
2025-05-30 13:00:00-04:00,134.46229553222656,134.91000366210938,133.60000610351562,133.7449951171875,16281063
2025-05-30 13:30:00-04:00,133.93499755859375,134.77499389648438,133.88999938964844,134.4600067138672,11573704
2025-05-30 14:00:00-04:00,134.77999877929688,135.10000610351562,133.7899932861328,133.94000244140625,13759690
2025-05-30 14:30:00-04:00,134.52499389648438,134.91000366210938,134.2100067138672,134.77999877929688,10874693
2025-05-30 15:00:00-04:00,135.26499938964844,135.47000122070312,134.4600067138672,134.52000427246094,14802000
2025-05-30 15:30:00-04:00,134.83999633789062,135.74000549316406,134.4199981689453,135.27000427246094,30087974
2025-06-02 09:30:00-04:00,136.33999633789062,137.66000366210938,136.1699981689453,136.375,37801247
